StudentId;SemesterId;SubjectId;YearsOfStudyId;FirstFifteenMinuteExam;SecondFifteenMinuteExam;ThirdFifteenMinuteExam;FirstFortyFiveMinuteExam;SecondFortyFiveMinuteExam;FinalExam;ModifiedDate
353;1;5;14;5,6;5,4;5,2;5;9,8;9,6;2023-07-26
353;1;6;14;5,3;9,4;8,5;7,6;6,8;5,9;2023-07-26
353;1;7;14;9,5;8,3;7,2;6,1;9,9;8,8;2023-07-26
353;1;8;14;9,4;7,1;9,9;7,7;5,5;8,3;2023-07-26
353;1;9;14;5,7;9;7,4;5,7;9;7,3;2023-07-26
353;1;10;14;5,2;8;5,8;8,6;6,3;9,1;2023-07-26
353;1;11;14;5,7;5,6;5,6;5,5;5,4;5,4;2023-07-26
353;1;12;14;5,6;6,2;6,8;7,4;8;8,6;2023-07-26
354;1;1;14;5,9;6;6;6,1;6,2;6,2;2023-07-26
354;1;2;14;5,3;9,4;8,4;7,5;6,5;5,6;2023-07-26
354;1;3;14;5,9;7,4;9;5,5;7,1;8,6;2023-07-26
354;1;4;14;8,7;6,8;5;8,1;6,3;9,4;2023-07-26
354;1;5;14;8,3;5,3;7,2;9,2;6,1;8,1;2023-07-26
354;1;6;14;7,8;7;6,3;5,6;9,8;9,1;2023-07-26
354;1;7;14;9,5;7,2;5;7,7;5,4;8,2;2023-07-26
354;1;8;14;9,4;7,3;5,2;8,1;6;8,9;2023-07-26
354;1;9;14;7,2;7,1;7,1;7;7;6,9;2023-07-26
354;1;10;14;5,1;6,4;7,6;8,9;5,1;6,4;2023-07-26
354;1;11;14;8,9;9,5;5,2;5,8;6,4;7,1;2023-07-26
354;1;12;14;7,3;9,8;7,3;9,8;7,3;9,8;2023-07-26
355;1;1;14;7,8;6,7;5,6;9,6;8,5;7,4;2023-07-26
355;1;2;14;6,4;8,3;5,2;7;8,9;5,7;2023-07-26
355;1;3;14;8,1;7,9;7,7;7,5;7,3;7,1;2023-07-26
355;1;4;14;5,8;7,7;9,7;6,7;8,6;5,6;2023-07-26
355;1;5;14;7,9;5,8;8,8;6,8;9,8;7,7;2023-07-26
355;1;6;14;9,5;9,2;9;8,8;8,6;8,3;2023-07-26
355;1;7;14;7,3;7,6;7,9;8,2;8,5;8,8;2023-07-26
355;1;8;14;9,9;6,1;7,2;8,3;9,4;5,6;2023-07-26
355;1;9;14;8,5;8,3;8,2;8;7,8;7,6;2023-07-26
355;1;10;14;9;7,2;5,3;8,4;6,6;9,7;2023-07-26
355;1;11;14;9,8;5;5,2;5,4;5,6;5,8;2023-07-26
355;1;12;14;7,4;8,3;9,1;9,9;5,8;6,6;2023-07-26
356;1;1;14;6,1;7,8;9,4;6,1;7,8;9,4;2023-07-26
356;1;2;14;9,2;9,1;9,1;9;9;8,9;2023-07-26
356;1;3;14;6,9;5,7;9,4;8,1;6,9;5,6;2023-07-26
356;1;4;14;5,7;9,2;7,6;6;9,5;7,9;2023-07-26
356;1;5;14;9,6;6,1;7,5;8,9;5,4;6,8;2023-07-26
356;1;6;14;9,5;9,7;9,9;5,1;5,3;5,5;2023-07-26
356;1;7;14;7,3;5,7;9,2;7,7;6,1;9,6;2023-07-26
356;1;8;14;9,5;7,4;5,3;8,2;6,1;8,9;2023-07-26
356;1;9;14;9,7;7,7;5,8;8,8;6,8;9,8;2023-07-26
356;1;10;14;8,2;7,2;6,2;5,2;9,3;8,3;2023-07-26
356;1;11;14;5;8,1;6,2;9,3;7,4;5,5;2023-07-26
356;1;12;14;9,2;6,2;8,1;5,1;7,1;9,1;2023-07-26
357;1;1;14;8;9,8;6,6;8,4;5,2;7;2023-07-26
357;1;2;14;9,7;7,1;9,5;6,9;9,3;6,7;2023-07-26
357;1;3;14;6,4;8,6;5,8;7,9;5,1;7,3;2023-07-26
357;1;4;14;8,3;7,3;6,4;5,4;9,4;8,5;2023-07-26
357;1;5;14;9,3;5,3;6,3;7,3;8,3;9,3;2023-07-26
357;1;6;14;9,4;6,5;8,6;5,7;7,8;9,9;2023-07-26
357;1;7;14;7,1;5,5;8,9;7,4;5,8;9,2;2023-07-26
357;1;8;14;6;6,4;6,8;7,1;7,5;7,9;2023-07-26
357;1;9;14;6,9;5,7;9,4;8,2;6,9;5,7;2023-07-26
357;1;10;14;9,1;8,8;8,6;8,3;8,1;7,9;2023-07-26
357;1;11;14;9,2;8,3;7,5;6,6;5,7;9,9;2023-07-26
357;1;12;14;9,1;7;5;8;5,9;8,9;2023-07-26
358;1;1;14;7,1;6,4;5,8;5,1;9,4;8,8;2023-07-26
358;1;2;14;8,6;5,5;7,4;9,3;6,2;8,1;2023-07-26
358;1;3;14;6,4;6,3;6,1;5,9;5,7;5,5;2023-07-26
358;1;4;14;6,2;9,8;8,3;6,9;5,4;9;2023-07-26
358;1;5;14;7,9;5,4;7,9;5,3;7,8;5,3;2023-07-26
358;1;6;14;5,7;9,5;8,3;7,1;6;9,8;2023-07-26
358;1;7;14;7;7,8;8,6;9,4;5,1;5,9;2023-07-26
358;1;8;14;6,8;8,8;5,7;7,6;9,5;6,5;2023-07-26
358;1;9;14;5,5;9,4;8,2;7,1;5,9;9,8;2023-07-26
358;1;10;14;8,4;9,1;9,8;5,5;6,3;7;2023-07-26
358;1;11;14;7,6;9;5,5;7;8,5;5;2023-07-26
358;1;12;14;9,1;6,1;8,1;5,1;7,1;9,1;2023-07-26
359;1;1;14;5,8;6,3;6,8;7,4;7,9;8,4;2023-07-26
359;1;2;14;8,7;8;7,3;6,6;5,9;5,2;2023-07-26
359;1;3;14;9,7;6,2;7,7;9,1;5,6;7,1;2023-07-26
359;1;4;14;7,6;7,4;7,1;6,9;6,6;6,3;2023-07-26
359;1;5;14;7,8;5,6;8,4;6,2;9;6,7;2023-07-26
359;1;6;14;9,3;7,1;9,8;7,6;5,3;8,1;2023-07-26
359;1;7;14;7,5;7;6,5;6;5,4;9,9;2023-07-26
359;1;8;14;9,5;9,5;9,4;9,3;9,2;9,1;2023-07-26
359;1;9;14;6,4;5,1;8,9;7,6;6,4;5,2;2023-07-26
359;1;10;14;8,9;6,7;9,5;7,3;5,1;7,9;2023-07-26
359;1;11;14;7,7;7,9;8;8,2;8,4;8,6;2023-07-26
359;1;12;14;8,1;8,7;9,3;9,8;5,4;6;2023-07-26
360;1;1;14;8;5,6;8,2;5,8;8,4;6;2023-07-26
360;1;2;14;8,9;5,2;6,4;7,7;9;5,2;2023-07-26
360;1;3;14;5,6;5,7;5,8;5,9;6,1;6,2;2023-07-26
360;1;4;14;9,1;6,8;9,5;7,3;5;7,7;2023-07-26
360;1;5;14;6,9;6,6;6,3;6;5,7;5,4;2023-07-26
360;1;6;14;8,7;8,5;8,4;8,2;8;7,8;2023-07-26
360;1;7;14;5,5;7,6;9,6;6,7;8,8;5,9;2023-07-26
360;1;8;14;7;8,9;5,8;7,7;9,6;6,5;2023-07-26
360;1;9;14;9,9;5,7;6,5;7,4;8,2;9;2023-07-26
360;1;10;14;7,8;8,6;9,4;5,1;5,9;6,7;2023-07-26
360;1;11;14;8,6;7,7;6,8;5,9;5;9,1;2023-07-26
360;1;12;14;5,9;5,5;5;9,5;9,1;8,6;2023-07-26
361;1;1;14;8;8,4;8,8;9,2;9,6;5;2023-07-26
361;1;2;14;6;5,9;5,8;5,8;5,7;5,6;2023-07-26
361;1;3;14;6,6;7;7,4;7,8;8,2;8,6;2023-07-26
361;1;4;14;9;8,2;7,4;6,6;5,8;5;2023-07-26
361;1;5;14;6,1;9,3;7,6;5,8;9,1;7,3;2023-07-26
361;1;6;14;8,2;9,3;5,5;6,7;7,8;9;2023-07-26
361;1;7;14;8,6;6,7;9,9;8;6,1;9,3;2023-07-26
361;1;8;14;9,6;5,7;6,7;7,8;8,9;5;2023-07-26
361;1;9;14;7,1;8;8,9;9,9;5,8;6,7;2023-07-26
361;1;10;14;7,3;7,4;7,6;7,8;8;8,1;2023-07-26
361;1;11;14;7,5;6;9,5;8;6,5;5;2023-07-26
361;1;12;14;5,5;7,2;8,9;5,7;7,4;9,1;2023-07-26
362;1;1;14;9,6;5,2;5,9;6,5;7,1;7,8;2023-07-26
362;1;2;14;9,4;8,1;6,8;5,5;9,2;7,9;2023-07-26
362;1;3;14;8,1;5,7;8,3;5,9;8,5;6,1;2023-07-26
362;1;4;14;7,5;8,5;9,5;5,6;6,6;7,6;2023-07-26
362;1;5;14;6,5;6,8;7;7,3;7,6;7,9;2023-07-26
362;1;6;14;9,6;8,8;8,1;7,3;6,5;5,7;2023-07-26
362;1;7;14;7,7;6,9;6,1;5,3;9,4;8,6;2023-07-26
362;1;8;14;8,1;9,7;6,2;7,7;9,2;5,8;2023-07-26
362;1;9;14;5,9;7,6;9,4;6,1;7,8;9,5;2023-07-26
362;1;10;14;8,3;7,5;6,8;6;5,3;9,5;2023-07-26
362;1;11;14;8,2;9,1;5,1;6;6,9;7,9;2023-07-26
362;1;12;14;9;5,2;6,4;7,6;8,8;5;2023-07-26
363;1;1;14;5;8,7;7,4;6,1;9,8;8,5;2023-07-26
363;1;2;14;7,9;6;9;7;5,1;8,1;2023-07-26
363;1;3;14;9,9;7,1;9,3;6,5;8,8;6;2023-07-26
363;1;4;14;6,7;5,8;9,8;8,8;7,9;6,9;2023-07-26
363;1;5;14;7,9;6,5;5,1;8,8;7,4;6,1;2023-07-26
363;1;6;14;5,5;5,1;9,7;9,3;8,8;8,4;2023-07-26
363;1;7;14;9,1;5,3;6,5;7,7;8,9;5;2023-07-26
363;1;8;14;7,9;7,7;7,4;7,2;6,9;6,7;2023-07-26
363;1;9;14;5,1;5,3;5,5;5,7;5,9;6,1;2023-07-26
363;1;10;14;8,8;5,7;7,6;9,6;6,5;8,4;2023-07-26
363;1;11;14;9,6;8,9;8,3;7,6;7;6,3;2023-07-26
363;1;12;14;6,8;9,6;7,5;5,4;8,2;6,1;2023-07-26
364;1;1;14;7,7;5;7,4;9,7;7,1;9,4;2023-07-26
364;1;2;14;8,5;8,8;9;9,3;9,6;9,9;2023-07-26
364;1;3;14;8,4;5,1;6,7;8,4;5,1;6,7;2023-07-26
364;1;4;14;8,1;5,7;8,3;5,9;8,5;6,2;2023-07-26
364;1;5;14;5,3;9,9;9,6;9,3;8,9;8,6;2023-07-26
364;1;6;14;8,1;7,2;6,2;5,3;9,4;8,5;2023-07-26
364;1;7;14;6;5,6;5,3;9,9;9,6;9,2;2023-07-26
364;1;8;14;5,7;8,1;5,5;8;5,4;7,8;2023-07-26
364;1;9;14;6,4;9,1;6,9;9,7;7,4;5,2;2023-07-26
364;1;10;14;5;8,4;6,8;5,2;8,7;7,1;2023-07-26
364;1;11;14;9,4;6,5;8,6;5,7;7,8;9,9;2023-07-26
364;1;12;14;7,5;8,5;9,5;5,5;6,5;7,5;2023-07-26
365;1;1;14;5,5;7,8;5;7,2;9,5;6,7;2023-07-26
365;1;2;14;7,9;9;5;6,1;7,2;8,2;2023-07-26
365;1;3;14;5,4;7,1;8,7;5,3;6,9;8,6;2023-07-26
365;1;4;14;5,2;6,8;8,4;5;6,6;8,2;2023-07-26
365;1;5;14;5,1;6,7;8,3;9,8;6,4;8;2023-07-26
365;1;6;14;5,4;8;5,6;8,1;5,7;8,3;2023-07-26
365;1;7;14;5;7,8;5,6;8,4;6,2;9;2023-07-26
365;1;8;14;9,7;5,8;7;8,1;9,2;5,4;2023-07-26
365;1;9;14;7,8;6,8;5,7;9,7;8,7;7,7;2023-07-26
365;1;10;14;7,6;6,8;6;5,2;9,3;8,5;2023-07-26
365;1;11;14;8,9;9,4;9,9;5,4;5,9;6,4;2023-07-26
365;1;12;14;8,1;8,3;8,5;8,7;9;9,2;2023-07-26
366;1;1;14;8,3;7,2;6,1;5,1;9;7,9;2023-07-26
366;1;2;14;6,8;5,9;5;9,1;8,2;7,3;2023-07-26
366;1;3;14;6,7;9,1;6,5;9;6,4;8,9;2023-07-26
366;1;4;14;6,5;7,9;9,2;5,5;6,9;8,2;2023-07-26
366;1;5;14;8,1;7,1;6,1;5;9;8;2023-07-26
366;1;6;14;9,5;8,3;7;5,8;9,5;8,3;2023-07-26
366;1;7;14;5,4;6,9;8,4;9,9;6,4;7,9;2023-07-26
366;1;8;14;5,8;9,5;8,2;6,9;5,6;9,3;2023-07-26
366;1;9;14;9,7;9,1;8,4;7,8;7,1;6,5;2023-07-26
366;1;10;14;6,3;6,1;5,8;5,5;5,2;9,9;2023-07-26
366;1;11;14;9,8;8,4;7,1;5,8;9,4;8,1;2023-07-26
366;1;12;14;7,9;7,9;8;8;8;8;2023-07-26
367;1;1;14;6,2;8,7;6,3;8,8;6,4;8,9;2023-07-26
367;1;2;14;9,5;6,1;7,7;9,3;5,8;7,4;2023-07-26
367;1;3;14;7,8;9,7;6,5;8,4;5,2;7,1;2023-07-26
367;1;4;14;7,8;5,4;8,1;5,7;8,3;6;2023-07-26
367;1;5;14;7,2;6,8;6,4;6;5,7;5,3;2023-07-26
367;1;6;14;7,4;6;9,5;8;6,5;5;2023-07-26
367;1;7;14;7,6;6;9,4;7,9;6,3;9,7;2023-07-26
367;1;8;14;5;5,3;5,6;5,8;6,1;6,4;2023-07-26
367;1;9;14;8,4;9,4;5,3;6,3;7,2;8,2;2023-07-26
367;1;10;14;7,3;8,5;9,8;6;7,2;8,4;2023-07-26
367;1;11;14;6,2;8;9,8;6,6;8,4;5,2;2023-07-26
367;1;12;14;9,9;7,5;5,1;7,6;5,2;7,8;2023-07-26
368;1;1;14;5;8;5,9;8,9;6,8;9,8;2023-07-26
368;1;2;14;8,9;8,4;8;7,6;7,2;6,7;2023-07-26
368;1;3;14;7,8;5,9;9,1;7,3;5,4;8,6;2023-07-26
368;1;4;14;9,6;7,2;9,9;7,5;5,1;7,8;2023-07-26
368;1;5;14;8,8;7,9;7;6,1;5,2;9,3;2023-07-26
368;1;6;14;9,9;8,1;6,3;9,5;7,7;5,9;2023-07-26
368;1;7;14;8,9;7,8;6,7;5,6;9,5;8,4;2023-07-26
368;1;8;14;5,1;8,2;6,4;9,5;7,7;5,8;2023-07-26
368;1;9;14;9,6;9,3;9,1;8,9;8,6;8,4;2023-07-26
368;1;10;14;5,2;6,7;8,1;9,6;6,1;7,5;2023-07-26
368;1;11;14;9,8;8,5;7,2;5,8;9,5;8,2;2023-07-26
368;1;12;14;8,4;9;9,6;5,1;5,7;6,3;2023-07-26
369;1;1;14;6,4;8;9,7;6,3;8;9,6;2023-07-26
369;1;2;14;9,4;7,7;6;9,3;7,6;5,9;2023-07-26
369;1;3;14;7,6;6;9,4;7,9;6,3;9,8;2023-07-26
369;1;4;14;6,8;5,8;9,8;8,9;7,9;6,9;2023-07-26
369;1;5;14;9,5;6,4;8,4;5,3;7,2;9,1;2023-07-26
369;1;6;14;8,6;7;5,4;8,8;7,2;5,6;2023-07-26
369;1;7;14;7,7;9,4;6;7,7;9,3;6;2023-07-26
369;1;8;14;9,1;6,7;9,2;6,7;9,2;6,7;2023-07-26
369;1;9;14;8,1;5,5;7,9;5,3;7,7;5,1;2023-07-26
369;1;10;14;7,5;9,1;5,7;7,3;8,9;5,5;2023-07-26
369;1;11;14;9;8,1;7,1;6,2;5,2;9,3;2023-07-26
369;1;12;14;5,5;5,5;5,5;5,5;5,5;5,5;2023-07-26
370;1;1;14;7,6;8,3;9;9,7;5,4;6,1;2023-07-26
370;1;2;14;7,1;7,3;7,5;7,7;7,8;8;2023-07-26
370;1;3;14;7,4;8,9;5,5;7;8,5;5,1;2023-07-26
370;1;4;14;5,3;5,8;6,2;6,7;7,1;7,6;2023-07-26
370;1;5;14;5;5,7;6,5;7,2;8;8,8;2023-07-26
370;1;6;14;8,9;9,1;9,3;9,5;9,7;9,9;2023-07-26
370;1;7;14;9,6;8,9;8,2;7,4;6,7;5,9;2023-07-26
370;1;8;14;5,9;8,6;6,3;9;6,7;9,4;2023-07-26
370;1;9;14;5,6;7,9;5,2;7,5;9,8;7,1;2023-07-26
370;1;10;14;6,7;6,6;6,4;6,3;6,2;6;2023-07-26
370;1;11;14;6,4;9,8;8,2;6,6;5;8,4;2023-07-26
370;1;12;14;9,2;8,6;8;7,4;6,8;6,2;2023-07-26
371;1;1;14;6,7;7,3;7,9;8,5;9;9,6;2023-07-26
371;1;2;14;5,8;9,6;8,5;7,4;6,2;5,1;2023-07-26
371;1;3;14;7;6,6;6,1;5,7;5,3;9,9;2023-07-26
371;1;4;14;9,8;6;7,1;8,2;9,4;5,5;2023-07-26
371;1;5;14;7,4;8,2;9;9,8;5,7;6,5;2023-07-26
371;1;6;14;9,6;5,1;5,7;6,2;6,7;7,2;2023-07-26
371;1;7;14;8,3;8,6;8,8;9,1;9,3;9,5;2023-07-26
371;1;8;14;5,9;7;8,1;9,2;5,3;6,4;2023-07-26
371;1;9;14;9,6;7,5;5,4;8,4;6,3;9,2;2023-07-26
371;1;10;14;9,3;5,6;6,9;8,2;9,5;5,8;2023-07-26
371;1;11;14;6,4;7,4;8,4;9,3;5,3;6,3;2023-07-26
371;1;12;14;7,8;9,1;5,4;6,7;8;9,3;2023-07-26
372;1;1;14;9,8;9,9;5;5;5,1;5,2;2023-07-26
372;1;2;14;5,7;5,1;9,6;9;8,4;7,8;2023-07-26
372;1;3;14;5,4;8,8;7,1;5,5;8,9;7,3;2023-07-26
372;1;4;14;9,8;7,3;9,9;7,4;5;7,6;2023-07-26
372;1;5;14;9,6;9,1;8,7;8,3;7,8;7,4;2023-07-26
372;1;6;14;7;6,3;5,5;9,8;9,1;8,4;2023-07-26
372;1;7;14;6,8;6,9;7,1;7,3;7,5;7,6;2023-07-26
372;1;8;14;7,5;8,9;5,2;6,5;7,9;9,2;2023-07-26
372;1;9;14;9,8;5,3;5,8;6,4;6,9;7,4;2023-07-26
372;1;10;14;7,2;5,4;8,5;6,7;9,8;8;2023-07-26
372;1;11;14;7;8,9;5,8;7,8;9,7;6,6;2023-07-26
372;1;12;14;6,6;5,5;9,5;8,4;7,3;6,3;2023-07-26
373;1;1;14;7,4;9,1;5,8;7,4;9,1;5,8;2023-07-26
373;1;2;14;8,6;7;5,4;8,9;7,3;5,7;2023-07-26
373;1;3;14;5,1;7,5;9,9;7,3;9,6;7;2023-07-26
373;1;4;14;5,6;5,2;9,7;9,3;8,8;8,4;2023-07-26
373;1;5;14;5,5;7,7;9,9;7,1;9,3;6,5;2023-07-26
373;1;6;14;8,9;9,9;5,8;6,8;7,7;8,7;2023-07-26
373;1;7;14;7,8;6;9,3;7,6;5,8;9,1;2023-07-26
373;1;8;14;9,6;6,4;8,2;5;6,7;8,5;2023-07-26
373;1;9;14;7,9;7,9;7,8;7,7;7,6;7,5;2023-07-26
373;1;10;14;8,3;7,4;6,4;5,4;9,4;8,5;2023-07-26
373;1;11;14;5;8,5;6,9;5,3;8,8;7,2;2023-07-26
373;1;12;14;8,7;6,8;9,8;7,8;5,9;8,9;2023-07-26
374;1;1;14;6,6;5,4;9,2;8;6,8;5,6;2023-07-26
374;1;2;14;7,8;8,3;8,9;9,4;9,9;5,4;2023-07-26
374;1;3;14;6,7;8,4;5,1;6,8;8,5;5,2;2023-07-26
374;1;4;14;8,4;5,3;7,2;9,1;5,9;7,8;2023-07-26
374;1;5;14;9,1;5,4;6,8;8,2;9,6;6;2023-07-26
374;1;6;14;8,1;6;9;6,9;9,9;7,9;2023-07-26
374;1;7;14;5,9;8;5;7,1;9,2;6,3;2023-07-26
374;1;8;14;8,2;7,6;7;6,4;5,8;5,3;2023-07-26
374;1;9;14;5,7;9,9;9,1;8,3;7,5;6,7;2023-07-26
374;1;10;14;9,6;9,8;5;5,3;5,5;5,8;2023-07-26
374;1;11;14;5,4;5,8;6,2;6,6;7;7,4;2023-07-26
374;1;12;14;9,2;5,5;6,9;8,2;9,6;5,9;2023-07-26
375;1;1;14;8,4;5,3;7,1;8,9;5,8;7,6;2023-07-26
375;1;2;14;9,8;6,5;8,2;9,9;6,6;8,3;2023-07-26
375;1;3;14;6,3;9,4;7,6;5,7;8,8;7;2023-07-26
375;1;4;14;8,6;6,6;9,6;7,6;5,6;8,7;2023-07-26
375;1;5;14;9,9;9,6;9,3;9;8,7;8,3;2023-07-26
375;1;6;14;8,8;5,9;8;5;7,1;9,2;2023-07-26
375;1;7;14;9,3;8,2;7,1;6;9,9;8,8;2023-07-26
375;1;8;14;9,5;6,9;9,3;6,7;9,1;6,6;2023-07-26
375;1;9;14;8,8;5,7;7,6;9,6;6,5;8,4;2023-07-26
375;1;10;14;5,3;6;6,6;7,3;7,9;8,6;2023-07-26
375;1;11;14;7,4;6,8;6,3;5,8;5,2;9,7;2023-07-26
375;1;12;14;8,7;6,1;8,5;5,9;8,3;5,7;2023-07-26
376;1;1;14;9,5;7,6;5,7;8,9;7;5,1;2023-07-26
376;1;2;14;7,7;8,3;9;9,7;5,4;6,1;2023-07-26
376;1;3;14;5,3;9,2;8,1;7;5,9;9,8;2023-07-26
376;1;4;14;5,7;7,6;9,6;6,5;8,5;5,4;2023-07-26
376;1;5;14;6,5;9,5;7,6;5,6;8,6;6,6;2023-07-26
376;1;6;14;6,7;5,9;5,1;9,3;8,5;7,7;2023-07-26
376;1;7;14;9,8;6,2;7,6;9;5,4;6,8;2023-07-26
376;1;8;14;6,5;7,5;8,5;9,6;5,6;6,7;2023-07-26
376;1;9;14;5,7;6,6;7,6;8,6;9,5;5,5;2023-07-26
376;1;10;14;6,6;7;7,3;7,6;8;8,3;2023-07-26
376;1;11;14;8,1;6,9;5,6;9,4;8,2;6,9;2023-07-26
376;1;12;14;6,7;5,8;9,8;8,8;7,9;6,9;2023-07-26
377;1;1;14;5,2;7,8;5,4;8;5,6;8,2;2023-07-26
377;1;2;14;8,3;6,6;9,9;8,2;6,5;9,8;2023-07-26
377;1;3;14;8,4;8,4;8,3;8,3;8,2;8,2;2023-07-26
377;1;4;14;6,7;9,2;6,8;9,4;7;9,5;2023-07-26
377;1;5;14;6,3;7,4;8,4;9,5;5,6;6,7;2023-07-26
377;1;6;14;8,8;6,3;8,8;6,3;8,8;6,3;2023-07-26
377;1;7;14;5,9;5,6;5,3;5,1;9,8;9,5;2023-07-26
377;1;8;14;7,8;9,2;5,7;7,1;8,5;5;2023-07-26
377;1;9;14;8,1;6,2;9,2;7,2;5,3;8,3;2023-07-26
377;1;10;14;5,9;6,9;7,9;9;5;6;2023-07-26
377;1;11;14;7,2;9,9;7,6;5,3;8;5,7;2023-07-26
377;1;12;14;5,7;6,2;6,6;7,1;7,6;8,1;2023-07-26
378;1;1;14;7,6;5,4;8,2;6;8,8;6,7;2023-07-26
378;1;2;14;9,1;9,4;9,6;9,9;5,2;5,4;2023-07-26
378;1;3;14;9,7;6,8;8,9;5,9;8;5,1;2023-07-26
378;1;4;14;9,1;6,9;9,7;7,6;5,4;8,3;2023-07-26
378;1;5;14;9;9,1;9,2;9,4;9,5;9,6;2023-07-26
378;1;6;14;5,5;6,5;7,6;8,6;9,6;5,6;2023-07-26
378;1;7;14;9,9;6;7,1;8,2;9,3;5,5;2023-07-26
378;1;8;14;6,2;9,4;7,5;5,7;8,8;6,9;2023-07-26
378;1;9;14;5,4;6,4;7,5;8,6;9,6;5,7;2023-07-26
378;1;10;14;7,9;7,2;6,5;5,8;5,1;9,4;2023-07-26
378;1;11;14;8,9;7,6;6,4;5,1;8,9;7,7;2023-07-26
378;1;12;14;6,4;7,1;7,7;8,4;9,1;9,8;2023-07-26
379;1;1;14;7,7;6,8;5,8;9,9;8,9;8;2023-07-26
379;1;2;14;5,2;5,3;5,4;5,5;5,7;5,8;2023-07-26
379;1;3;14;6,6;8;9,4;5,8;7,2;8,6;2023-07-26
379;1;4;14;8,9;8,9;8,9;8,9;8,9;8,9;2023-07-26
379;1;5;14;9,7;8,6;7,4;6,3;5,1;8,9;2023-07-26
379;1;6;14;8,9;8,3;7,6;7;6,3;5,6;2023-07-26
379;1;7;14;8,4;8,8;9,2;9,6;5;5,4;2023-07-26
379;1;8;14;6,7;8,2;9,8;6,3;7,8;9,3;2023-07-26
379;1;9;14;6,7;9,6;7,6;5,5;8,4;6,4;2023-07-26
379;1;10;14;9,5;8,6;7,7;6,8;5,9;5;2023-07-26
379;1;11;14;8,3;8,8;9,2;9,6;5;5,4;2023-07-26
379;1;12;14;6,5;7,9;9,3;5,7;7,1;8,5;2023-07-26
380;1;1;14;5,4;7,5;9,6;6,7;8,8;5,9;2023-07-26
380;1;2;14;7,6;8,9;5,2;6,6;7,9;9,2;2023-07-26
380;1;3;14;8,1;9,5;5,8;7,2;8,5;9,9;2023-07-26
380;1;4;14;9,9;9,4;8,8;8,2;7,7;7,1;2023-07-26
380;1;5;14;9,4;5,3;6,2;7,2;8,1;9;2023-07-26
380;1;6;14;9,5;7,6;5,6;8,6;6,7;9,7;2023-07-26
380;1;7;14;5,6;9,9;9,3;8,6;8;7,3;2023-07-26
380;1;8;14;8,6;5,7;7,8;9,9;7;9;2023-07-26
380;1;9;14;5,5;8,4;6,4;9,4;7,3;5,3;2023-07-26
380;1;10;14;9,6;8;6,4;9,8;8,2;6,6;2023-07-26
380;1;11;14;8;7,2;6,3;5,5;9,6;8,7;2023-07-26
380;1;12;14;7,3;5,1;7,9;5,6;8,4;6,2;2023-07-26
381;1;1;14;7;9,1;6,2;8,3;5,4;7,5;2023-07-26
381;1;2;14;5,7;9,2;7,8;6,3;9,9;8,4;2023-07-26
381;1;3;14;7,4;8,4;9,3;5,2;6,1;7;2023-07-26
381;1;4;14;5,1;5,1;5;9,9;9,9;9,8;2023-07-26
381;1;5;14;6,7;5,9;5,1;9,3;8,6;7,8;2023-07-26
381;1;6;14;6,8;7,4;8;8,7;9,3;9,9;2023-07-26
381;1;7;14;6,3;9,3;7,3;5,2;8,2;6,2;2023-07-26
381;1;8;14;7,2;5,5;8,8;7,1;5,4;8,7;2023-07-26
381;1;9;14;9,4;8,9;8,5;8;7,5;7,1;2023-07-26
381;1;10;14;7;6,3;5,5;9,8;9,1;8,3;2023-07-26
381;1;11;14;8,9;7,4;5,9;9,5;8;6,5;2023-07-26
381;1;12;14;6,1;7;8;8,9;9,9;5,8;2023-07-26
382;1;1;14;7,1;8,2;9,3;5,4;6,6;7,7;2023-07-26
382;1;2;14;7;6,7;6,4;6,1;5,8;5,6;2023-07-26
382;1;3;14;8;5,6;8,2;5,8;8,4;6;2023-07-26
382;1;4;14;9,2;7,8;6,5;5,2;8,9;7,6;2023-07-26
382;1;5;14;7,4;8;8,7;9,3;9,9;5,6;2023-07-26
382;1;6;14;5,4;6,6;7,8;9;5,2;6,4;2023-07-26
382;1;7;14;8,9;6,5;9;6,6;9,2;6,7;2023-07-26
382;1;8;14;8;6,8;5,5;9,2;7,9;6,6;2023-07-26
382;1;9;14;5,8;5,6;5,4;5,3;5,1;9,9;2023-07-26
382;1;10;14;8,1;8,8;9,5;5,2;5,9;6,6;2023-07-26
382;1;11;14;8,7;9,4;5,1;5,8;6,6;7,3;2023-07-26
382;1;12;14;6,3;5,1;8,9;7,8;6,6;5,4;2023-07-26
383;1;1;14;7,3;7;6,7;6,4;6;5,7;2023-07-26
383;1;2;14;9,9;6,6;8,3;5;6,6;8,3;2023-07-26
383;1;3;14;6,8;9;6,2;8,4;5,7;7,9;2023-07-26
383;1;4;14;5,8;8,8;6,9;9,9;7,9;5,9;2023-07-26
383;1;5;14;7,3;7,2;7,2;7,2;7,1;7,1;2023-07-26
383;1;6;14;5,2;6,9;8,6;5,2;6,9;8,6;2023-07-26
383;1;7;14;5,9;8,6;6,3;9;6,7;9,5;2023-07-26
383;1;8;14;8;8,7;9,4;5;5,7;6,3;2023-07-26
383;1;9;14;7,1;8,1;9;5;6;7;2023-07-26
383;1;10;14;9,2;7,8;6,5;5,1;8,7;7,4;2023-07-26
383;1;11;14;6,8;9,7;7,6;5,5;8,4;6,4;2023-07-26
